Year,Month,Day,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Predict RainToday
2011,10,11,Albury,11.657290657547765,16.7,0.5465529495380241,5.286104783599089,7.574279123414071,E,39.08160389114928,E,SSE,14.160242897209622,18.748299175913232,69.24174113656728,52.95447848722607,1013.9,1012.7,4.746518517523686,4.820155151453952,9.9,15.0,,0.0,0.0
2012,10,6,Albury,10.550517645197315,13.1,0.3313087490961678,6.155028248587572,8.870595382746052,WNW,41.80882924282451,N,W,14.788176094143411,19.867589525663902,60.03125249790277,44.44619024356107,1016.8,1011.6,3.951901724156756,3.8929490859680795,12.0,12.4,,1.0,0.0
2013,5,8,Albury,9.786240011010573,21.9,0.5350473612990527,3.283881230116649,6.215185185185185,N,36.0679086925704,N,N,12.727603005761178,16.497127939263006,74.63685883039447,53.9703147024998,1030.7,1027.0,4.480519905242522,4.811307504417627,11.7,21.6,,,0.0
2013,5,9,Albury,9.786240011010573,22.3,0.5350473612990527,3.283881230116649,6.215185185185185,N,36.0679086925704,N,N,12.727603005761178,16.497127939263006,74.63685883039447,53.9703147024998,1031.7,1027.9,4.480519905242522,4.811307504417627,12.5,21.7,,,0.0
2013,5,10,Albury,9.786240011010573,23.2,0.5350473612990527,3.283881230116649,6.215185185185185,N,36.0679086925704,N,N,12.727603005761178,16.497127939263006,74.63685883039447,53.9703147024998,1031.8,1027.9,4.480519905242522,4.811307504417627,12.4,23.2,,0.0,0.0
2013,10,11,Albury,11.424106461601935,18.5,0.3844459279038719,6.614766558089033,8.79901356350185,NW,45.78169338820997,N,W,16.681679586865105,22.08459345532982,58.490603230519106,44.21556206971969,1016.4,1015.8,3.6640195330468632,3.714917203343132,11.4,17.8,,0.0,0.0
2014,6,5,Albury,8.506715852696557,15.6,0.5871148459383754,2.7676277850589774,5.463780663780664,N,37.664893836432036,N,N,13.043929837730298,16.648612366235962,78.08874011587311,60.784323566001135,1029.1,1026.5,4.67820811574015,4.818818355931874,10.2,15.3,,0.0,0.0
2014,9,22,Albury,9.492338500739221,21.487048398091343,0.3913347309573725,5.171056062581486,8.168885672937773,N,40.70504543125942,N,NE,14.7582166677278,19.325817395150466,64.24805034734534,47.55653251955113,1019.5160421545668,1016.6157812499999,3.7709504072783644,3.9452561079979382,15.72498295841854,20.066484641638223,,,0.0
2014,9,23,Albury,9.492338500739221,24.1,0.3913347309573725,5.171056062581486,8.168885672937773,N,40.70504543125942,N,NE,14.7582166677278,19.325817395150466,64.24805034734534,47.55653251955113,1019.5160421545668,1024.0,3.7709504072783644,3.9452561079979382,15.72498295841854,22.3,,,0.0
2014,9,24,Albury,9.492338500739221,19.8,0.3913347309573725,5.171056062581486,8.168885672937773,N,40.70504543125942,N,NE,14.7582166677278,19.325817395150466,64.24805034734534,47.55653251955113,1021.3,1015.2,3.7709504072783644,3.9452561079979382,13.0,19.3,,1.0,0.0
2014,10,3,Albury,11.99837144249941,22.8,0.30745466756212225,6.966837387964149,9.042958748221906,ENE,42.65619877370454,N,NE,14.809764827354204,19.786931223171162,60.596373404969775,43.66896759661786,1020.9,1017.1,3.872544400196323,3.6260734469582214,10.7,21.9,,0.0,0.0
2017,2,20,Albury,17.148050601679873,22.1,0.45498511904761907,7.969338677354709,8.854341736694678,SE,41.9664597334402,SSE,W,14.38225134124282,19.263904618509155,66.24988645339653,46.93290237034952,1013.9,1013.2,4.794251397518762,4.375576374916163,11.0,18.9,,0.0,0.0
2017,3,13,Albury,16.977417332105446,30.9,0.5906207827260459,6.914962121212121,7.572911392405063,SE,40.00012264478712,SE,SE,13.568225031631204,18.161455692552636,72.15926153986969,52.540701339402624,1011.2,1011.0,5.011662061945616,4.7516350846687345,19.8,29.8,,0.0,0.0
2017,3,21,Albury,16.977417332105446,25.2,0.5906207827260459,6.914962121212121,7.572911392405063,SE,40.00012264478712,SE,SE,13.568225031631204,18.161455692552636,72.15926153986969,52.540701339402624,1013.9,1011.5,5.011662061945616,4.7516350846687345,20.5,22.1,,,0.0
2017,3,22,Albury,16.977417332105446,26.6,0.5906207827260459,6.914962121212121,7.572911392405063,SE,40.00012264478712,SE,SE,13.568225031631204,18.161455692552636,72.15926153986969,52.540701339402624,1013.1,1012.0,5.011662061945616,4.7516350846687345,21.6,23.6,,,0.0
2017,3,23,Albury,16.977417332105446,23.7,0.5906207827260459,6.914962121212121,7.572911392405063,SE,40.00012264478712,SE,SE,13.568225031631204,18.161455692552636,72.15926153986969,52.540701339402624,1017.4,1017.1,5.011662061945616,4.7516350846687345,20.3,21.9,,0.0,0.0
2009,6,12,BadgerysCreek,7.95444525646691,16.9,0.6585777126099707,2.2208743169398906,5.630415263748598,N,34.84850910139857,N,N,12.04896051110798,15.479699043430598,80.46376437182889,61.97207652678811,1024.4,1020.3,4.869953870289422,4.883733503678362,8.3,15.0,,0.0,0.0
2009,6,22,BadgerysCreek,7.95444525646691,19.3,0.6585777126099707,2.2208743169398906,5.630415263748598,N,34.84850910139857,N,N,12.04896051110798,15.479699043430598,80.46376437182889,61.97207652678811,1020.4,1017.7,4.869953870289422,4.883733503678362,13.5,18.9,,0.0,0.0
2009,10,5,BadgerysCreek,11.122878567541798,21.0,0.4461320085166785,5.8339479392624725,8.549319727891156,SSE,42.70198359170738,E,S,15.658381210512983,20.590263118252825,63.350200763218496,49.10701221986221,1020.6,1016.9,4.029501237459653,4.11495261323222,16.528295128939828,18.7,,1.0,0.0
2009,10,27,BadgerysCreek,11.122878567541798,17.3,0.4461320085166785,5.8339479392624725,8.549319727891156,SSE,42.70198359170738,E,S,15.658381210512983,20.590263118252825,63.350200763218496,49.10701221986221,1030.1,1027.9,4.029501237459653,4.11495261323222,16.528295128939828,16.7,,,0.0
2009,10,28,BadgerysCreek,11.122878567541798,26.1,0.4461320085166785,5.8339479392624725,8.549319727891156,SSE,42.70198359170738,E,S,15.658381210512983,20.590263118252825,63.350200763218496,49.10701221986221,1026.1,1021.5,4.029501237459653,4.11495261323222,16.7,24.6,,0.0,0.0
2009,12,12,BadgerysCreek,15.790765223771094,32.6,0.3766666666666667,8.155567567567568,9.463990825688073,SE,43.060787966194546,E,SE,15.442523030657275,21.01127899632715,59.11349718757643,45.049021533603806,1015.6479665071771,1013.4588888888889,4.211755912926152,4.121981486428922,21.438147622427252,26.045871559633028,,0.0,0.0
2010,1,8,BadgerysCreek,17.335780393382702,29.8,0.3325266903914591,8.357993384785006,9.385116279069766,SSE,43.69810027852732,SE,SE,15.0395281103682,20.78671336739297,60.180796709309334,44.301123454670055,1022.1,1018.7,4.098701084329753,3.9418667116523953,20.3,27.7,,,0.0
2010,1,9,BadgerysCreek,17.335780393382702,38.6,0.3325266903914591,8.357993384785006,9.385116279069766,SSE,43.69810027852732,SE,SE,15.0395281103682,20.78671336739297,60.180796709309334,44.301123454670055,1013.0554097056483,1014.1,4.098701084329753,3.9418667116523953,22.524168435951875,37.7,,0.0,0.0
2010,1,25,BadgerysCreek,17.335780393382702,30.8,0.3325266903914591,8.357993384785006,9.385116279069766,SSE,43.69810027852732,SE,SE,15.0395281103682,20.78671336739297,60.180796709309334,44.301123454670055,1015.2,1010.9,4.098701084329753,3.9418667116523953,21.9,29.3,,0.0,0.0
2010,1,30,BadgerysCreek,17.335780393382702,28.2,0.3325266903914591,8.357993384785006,9.385116279069766,SSE,43.69810027852732,SE,SE,15.0395281103682,20.78671336739297,60.180796709309334,44.301123454670055,1013.0554097056483,1010.9076555023923,4.098701084329753,3.9418667116523953,22.524168435951875,27.830878186968835,,0.0,0.0
2010,2,4,BadgerysCreek,18.185265457967663,27.5,0.48546325878594254,7.270308788598575,8.643391521197008,SE,42.467345296801064,E,SE,14.853849772859004,19.816415953087265,67.91121226986047,51.18084345439351,1015.9372010628875,1010.7,4.420502015177652,4.614974829014165,22.329216152019004,27.1,,1.0,0.0
2010,2,12,BadgerysCreek,18.185265457967663,36.6,0.48546325878594254,7.270308788598575,8.643391521197008,SE,42.467345296801064,E,SE,14.853849772859004,19.816415953087265,67.91121226986047,51.18084345439351,1009.0,1006.0,4.420502015177652,4.614974829014165,24.5,34.9,,,0.0
2010,2,13,BadgerysCreek,18.185265457967663,25.0,0.48546325878594254,7.270308788598575,8.643391521197008,SE,42.467345296801064,E,SE,14.853849772859004,19.816415953087265,67.91121226986047,51.18084345439351,1015.9372010628875,1010.5,4.420502015177652,4.614974829014165,22.329216152019004,24.6,,1.0,0.0
2010,2,18,BadgerysCreek,18.185265457967663,25.3,0.48546325878594254,7.270308788598575,8.643391521197008,SE,42.467345296801064,E,SE,14.853849772859004,19.816415953087265,67.91121226986047,51.18084345439351,1015.9372010628875,1023.2,4.420502015177652,4.614974829014165,22.329216152019004,24.5,,0.0,0.0
2010,2,23,BadgerysCreek,18.185265457967663,29.7,0.48546325878594254,7.270308788598575,8.643391521197008,SE,42.467345296801064,E,SE,14.853849772859004,19.816415953087265,67.91121226986047,51.18084345439351,1015.9372010628875,1015.7,4.420502015177652,4.614974829014165,22.329216152019004,24.5,,0.0,0.0
2010,2,28,BadgerysCreek,18.185265457967663,28.9,0.48546325878594254,7.270308788598575,8.643391521197008,SE,42.467345296801064,E,SE,14.853849772859004,19.816415953087265,67.91121226986047,51.18084345439351,1015.9372010628875,1015.5,4.420502015177652,4.614974829014165,22.329216152019004,21.5,,1.0,0.0
2010,3,9,BadgerysCreek,16.14688971553367,28.7,0.4416068866571019,5.8822459893048125,7.680978260869566,SE,39.155833802209855,SE,SE,13.529103689280916,18.33744045661422,70.13752826127062,49.80140595390916,1013.9,1012.9,4.434312283379147,4.46485876449061,21.7,27.7,,,0.0
2010,3,10,BadgerysCreek,16.14688971553367,21.0,0.4416068866571019,5.8822459893048125,7.680978260869566,SE,39.155833802209855,SE,SE,13.529103689280916,18.33744045661422,70.13752826127062,49.80140595390916,1021.8,1017.2050544323483,4.434312283379147,4.46485876449061,18.9,25.466285714285718,,0.0,0.0
2010,3,20,BadgerysCreek,16.14688971553367,33.6,0.4416068866571019,5.8822459893048125,7.680978260869566,SE,39.155833802209855,SE,SE,13.529103689280916,18.33744045661422,70.13752826127062,49.80140595390916,1021.6,1018.9,4.434312283379147,4.46485876449061,19.939186295503212,32.9,,0.0,0.0
2010,4,24,BadgerysCreek,13.393672258035624,27.7,0.4665181885671864,3.916500553709856,6.8780133928571425,N,35.2127875279145,N,SW,12.801812524358596,16.906677176566557,72.24258560022697,53.50603390268359,1015.0,1010.7,4.405931956070963,4.831605069021551,19.5,23.5,,1.0,0.0
2010,5,1,BadgerysCreek,9.346350491003559,19.836787749287748,0.5458722182340273,2.829752953813104,6.291721132897604,N,34.60691928640774,N,N,11.709055289297202,15.66707494101213,75.76712326460397,56.22935096300371,1018.4605754276826,1015.9147058823528,4.342775413783744,4.671205846080218,13.89170854271357,18.686685755189693,,,0.0
2010,5,2,BadgerysCreek,9.346350491003559,19.836787749287748,0.5458722182340273,2.829752953813104,6.291721132897604,N,34.60691928640774,N,N,11.709055289297202,15.66707494101213,75.76712326460397,56.22935096300371,1018.4605754276826,1015.9147058823528,4.342775413783744,4.671205846080218,13.89170854271357,18.686685755189693,,,0.0
2010,5,3,BadgerysCreek,9.346350491003559,24.0,0.5458722182340273,2.829752953813104,6.291721132897604,N,34.60691928640774,N,N,11.709055289297202,15.66707494101213,75.76712326460397,56.22935096300371,1018.4605754276826,1024.5,4.342775413783744,4.671205846080218,13.89170854271357,21.9,,0.0,0.0
2010,5,6,BadgerysCreek,9.346350491003559,20.7,0.5458722182340273,2.829752953813104,6.291721132897604,N,34.60691928640774,N,N,11.709055289297202,15.66707494101213,75.76712326460397,56.22935096300371,1018.4605754276826,1019.2,4.342775413783744,4.671205846080218,13.89170854271357,19.4,,,0.0
2010,5,7,BadgerysCreek,9.346350491003559,22.9,0.5458722182340273,2.829752953813104,6.291721132897604,N,34.60691928640774,N,N,11.709055289297202,15.66707494101213,75.76712326460397,56.22935096300371,1018.4605754276826,1015.9147058823528,4.342775413783744,4.671205846080218,13.89170854271357,18.686685755189693,,0.0,0.0
2010,5,9,BadgerysCreek,9.346350491003559,24.6,0.5458722182340273,2.829752953813104,6.291721132897604,N,34.60691928640774,N,N,11.709055289297202,15.66707494101213,75.76712326460397,56.22935096300371,1018.4605754276826,1018.3,4.342775413783744,4.671205846080218,13.89170854271357,24.0,,0.0,0.0
2010,5,16,BadgerysCreek,9.346350491003559,22.4,0.5458722182340273,2.829752953813104,6.291721132897604,N,34.60691928640774,N,N,11.709055289297202,15.66707494101213,75.76712326460397,56.22935096300371,1018.4605754276826,1018.8,4.342775413783744,4.671205846080218,13.89170854271357,21.4,,0.0,0.0
2010,5,19,BadgerysCreek,9.346350491003559,20.8,0.5458722182340273,2.829752953813104,6.291721132897604,N,34.60691928640774,N,N,11.709055289297202,15.66707494101213,75.76712326460397,56.22935096300371,1022.7,1020.7,4.342775413783744,4.671205846080218,14.7,19.1,,0.0,0.0
2010,5,26,BadgerysCreek,9.346350491003559,14.9,0.5458722182340273,2.829752953813104,6.291721132897604,N,34.60691928640774,N,N,11.709055289297202,15.66707494101213,75.76712326460397,56.22935096300371,1018.4605754276826,1006.6,4.342775413783744,4.671205846080218,13.89170854271357,14.0,,1.0,0.0
2010,5,29,BadgerysCreek,9.346350491003559,16.4,0.5458722182340273,2.829752953813104,6.291721132897604,N,34.60691928640774,N,N,11.709055289297202,15.66707494101213,75.76712326460397,56.22935096300371,1010.0,1004.8,4.342775413783744,4.671205846080218,13.6,15.9,,1.0,0.0
2010,6,22,BadgerysCreek,7.108121807856768,16.5,0.5297646165527714,2.2688397790055252,5.882808988764045,N,34.364724503438666,N,N,11.401329349862449,15.63357046718387,79.59692137778697,59.06586345369952,1036.65,1034.4,4.314441538896323,4.718391671211782,13.6,15.2,,0.0,0.0
2010,6,30,BadgerysCreek,7.108121807856768,16.1,0.5297646165527714,2.2688397790055252,5.882808988764045,N,34.364724503438666,N,N,11.401329349862449,15.63357046718387,79.59692137778697,59.06586345369952,1021.0,1018.8,4.314441538896323,4.718391671211782,4.3,14.8,,0.0,0.0
2010,7,11,BadgerysCreek,7.016079776546561,15.2,0.5962291515591008,2.219612068965517,5.62408435072142,N,33.94686330327618,N,N,11.39032652406859,15.374805654335017,81.29363493632825,61.421719879804975,1022.1,1020.1,4.768908701518924,5.177311447279492,11.5,14.5,,0.0,0.0
2010,8,14,BadgerysCreek,7.094363777270866,20.5,0.6215107913669065,3.093729003359462,6.726136363636364,N,41.4797696461747,N,W,14.820512205307038,19.49734197336089,72.32814489417812,54.77665483493011,1014.9,1009.8,4.276713712718699,4.543344504632117,8.3,20.0,,0.0,0.0
2010,8,19,BadgerysCreek,7.094363777270866,23.4,0.6215107913669065,3.093729003359462,6.726136363636364,N,41.4797696461747,N,W,14.820512205307038,19.49734197336089,72.32814489417812,54.77665483493011,1007.4,1005.6,4.276713712718699,4.543344504632117,19.2,22.6,,0.0,0.0
2010,8,24,BadgerysCreek,7.094363777270866,18.7,0.6215107913669065,3.093729003359462,6.726136363636364,N,41.4797696461747,N,W,14.820512205307038,19.49734197336089,72.32814489417812,54.77665483493011,1013.0,1008.5,4.276713712718699,4.543344504632117,13.0,18.4,,0.0,0.0
2010,10,16,BadgerysCreek,11.181476746002176,15.4,0.6011379800853486,5.065984072810012,7.859477866061295,NE,40.95260916605859,N,N,14.956768239497887,20.14820845017027,68.52293264361418,54.01276659575766,1000.8,1004.4,4.367251252433356,4.550577770342608,11.0,14.4,,0.0,0.0
2010,12,23,BadgerysCreek,15.517268962661312,31.7,0.6430506058446186,6.369372294372295,8.1575,E,43.675248835101215,ENE,WSW,15.465643452763821,20.007354473963705,66.93546806233516,53.2061579917001,1018.5,1016.2,4.758022845666363,4.839747450895314,20.2,30.4,,0.0,0.0
2011,8,5,BadgerysCreek,7.890397904923472,24.3,0.5755426917510854,3.2473265073947664,7.158905704307334,N,37.21194098187597,N,NNW,12.639962073955786,17.126032096533248,74.46433043713037,54.9066150161593,1025.7,1021.3,3.8766238460189166,4.270957503720824,11.6,23.9,,0.0,0.0
2011,11,2,BadgerysCreek,14.66588387683218,25.2,0.5892909896602658,6.575462962962963,8.21495215311005,NNE,42.528897237363964,NNE,WSW,14.845471186411023,19.728974288517072,66.28181061293597,51.47390104659909,1011.4,1008.4,4.798784671692983,4.765714847223923,17.9,23.6,,1.0,0.0
2011,11,8,BadgerysCreek,14.66588387683218,34.6,0.5892909896602658,6.575462962962963,8.21495215311005,NNE,42.528897237363964,NNE,WSW,14.845471186411023,19.728974288517072,66.28181061293597,51.47390104659909,1014.5,1007.9,4.798784671692983,4.765714847223923,19.9,31.6,,1.0,0.0
2012,1,28,BadgerysCreek,17.326197439156154,27.3,0.4700854700854701,8.24311377245509,9.038669950738916,SSE,43.94572230775179,SE,ESE,16.46651194247348,20.346593105703292,62.92589007723378,47.96554843022987,1015.9,1012.6,4.415422734361338,4.453919433486741,22.3,25.6,,0.0,0.0
2012,8,28,BadgerysCreek,6.5836481793575405,20.0,0.4904865649963689,3.4984918793503477,7.315965346534653,N,42.162013501125095,N,W,14.37332523780611,19.978198923492148,68.08015188903538,49.23474756989416,1024.4,1019.5,3.869424445171691,4.30547751438884,10.6,20.0,,,0.0
2012,8,29,BadgerysCreek,6.5836481793575405,21.5,0.4904865649963689,3.4984918793503477,7.315965346534653,N,42.162013501125095,N,W,14.37332523780611,19.978198923492148,68.08015188903538,49.23474756989416,1017.7,1009.9,3.869424445171691,4.30547751438884,10.0,21.1,,0.0,0.0
2013,8,7,BadgerysCreek,8.110942847965953,18.2,0.6006724949562878,3.766013071895425,7.367119901112485,WNW,43.07540192106198,NW,NW,14.476578104768691,20.33932739201935,69.3763298983492,51.28234425647545,1013.9,1009.1,3.8241885835969693,4.112214824672453,11.7,17.2,,1.0,0.0
2013,8,22,BadgerysCreek,8.110942847965953,17.5,0.6006724949562878,3.766013071895425,7.367119901112485,WNW,43.07540192106198,NW,NW,14.476578104768691,20.33932739201935,69.3763298983492,51.28234425647545,1013.5,1010.2,3.8241885835969693,4.112214824672453,6.1,15.9,,0.0,0.0
2013,9,3,BadgerysCreek,10.872596460055695,23.4,0.4771168649405178,5.239195402298851,7.619383825417201,NW,43.88052272065116,N,WNW,15.669952929512688,20.18726501761443,63.12359794437336,48.663530054907575,1034.2,1030.9,3.882390048195168,4.0752787462287845,15.1,22.9,,0.0,0.0
2014,3,11,BadgerysCreek,15.892072928580507,29.0,0.5118852459016394,6.078882681564246,7.623647798742137,SE,38.395954919701516,SE,SE,12.243864372855509,17.671871093604675,72.24599786650636,50.771840516173384,1023.7,1020.3,4.596008103133082,4.575937546947423,20.5,27.4,,0.0,0.0
2014,5,5,BadgerysCreek,10.80422791833521,19.8,0.506721536351166,3.334047919293821,6.002380952380953,N,34.665050425743246,N,N,11.741796861656042,15.606517777965157,76.47033207895481,57.111481084977704,1018.1,1016.5,4.755782648541616,4.945561708009497,13.4,19.1,,0.0,0.0
2014,5,16,BadgerysCreek,10.80422791833521,24.2,0.506721536351166,3.334047919293821,6.002380952380953,N,34.665050425743246,N,N,11.741796861656042,15.606517777965157,76.47033207895481,57.111481084977704,1029.6,1026.6,4.755782648541616,4.945561708009497,12.6,23.6,,,0.0
2014,5,17,BadgerysCreek,10.80422791833521,24.3,0.506721536351166,3.334047919293821,6.002380952380953,N,34.665050425743246,N,N,11.741796861656042,15.606517777965157,76.47033207895481,57.111481084977704,1030.3,1026.3,4.755782648541616,4.945561708009497,12.7,23.9,,0.0,0.0
2014,6,9,BadgerysCreek,8.506715852696557,19.1,0.5871148459383754,2.7676277850589774,5.463780663780664,N,37.664893836432036,N,N,13.043929837730298,16.648612366235962,78.08874011587311,60.784323566001135,1028.7,1028.0,4.67820811574015,4.818818355931874,11.0,16.7,,1.0,0.0
2014,6,12,BadgerysCreek,8.506715852696557,17.770054757015743,0.5871148459383754,2.7676277850589774,5.463780663780664,N,37.664893836432036,N,N,13.043929837730298,16.648612366235962,78.08874011587311,60.784323566001135,1020.5402097902098,1018.3191439688717,4.67820811574015,4.818818355931874,12.220973269362577,16.685459533607684,,,0.0
2014,6,13,BadgerysCreek,8.506715852696557,17.770054757015743,0.5871148459383754,2.7676277850589774,5.463780663780664,N,37.664893836432036,N,N,13.043929837730298,16.648612366235962,78.08874011587311,60.784323566001135,1020.5402097902098,1015.2,4.67820811574015,4.818818355931874,12.220973269362577,14.2,,1.0,0.0
2014,10,8,BadgerysCreek,11.99837144249941,21.7,0.30745466756212225,6.966837387964149,9.042958748221906,ENE,42.65619877370454,N,NE,14.809764827354204,19.786931223171162,60.596373404969775,43.66896759661786,1018.7,1017.2,3.872544400196323,3.6260734469582214,16.3,21.1,,0.0,0.0
2014,10,31,BadgerysCreek,11.99837144249941,36.7,0.30745466756212225,6.966837387964149,9.042958748221906,ENE,42.65619877370454,N,NE,14.809764827354204,19.786931223171162,60.596373404969775,43.66896759661786,1013.6,1006.6,3.872544400196323,3.6260734469582214,21.0,35.1,,0.0,0.0
2015,1,9,BadgerysCreek,17.421452387608323,35.1,0.5209141274238227,7.805263157894737,8.524965132496513,SSE,43.317192450192884,SE,SE,15.614705927365666,20.14295771414579,65.077156979847,49.51379290428082,1010.5,1006.4,4.807696811071851,4.709536985729696,25.5,33.3,,0.0,0.0
2015,9,10,BadgerysCreek,8.654515726994108,19.5,0.4035511363636363,4.940915208613728,8.043639053254438,N,38.87767745264829,N,NNW,14.667436131875787,18.78500047121264,64.50714534124461,48.45210124572968,1022.6060365369341,1019.8237301587301,3.7239725728061717,3.9874603450855735,14.4,19.1,,0.0,0.0
2015,11,14,BadgerysCreek,14.997247854618882,27.027808792742498,0.44579505300353356,7.538309114927345,8.79033189033189,W,42.094447559316585,SE,WSW,14.935063947737353,20.22786616686361,62.36528750976714,46.88778523230441,1015.0955153422503,1012.546739984289,4.540110326074441,4.520829101154053,20.59664570230608,24.974126394052043,,,0.0
2015,11,15,BadgerysCreek,14.997247854618882,27.027808792742498,0.44579505300353356,7.538309114927345,8.79033189033189,W,42.094447559316585,SE,WSW,14.935063947737353,20.22786616686361,62.36528750976714,46.88778523230441,1015.0955153422503,1012.546739984289,4.540110326074441,4.520829101154053,20.59664570230608,24.974126394052043,,,0.0
2015,11,16,BadgerysCreek,14.997247854618882,27.027808792742498,0.44579505300353356,7.538309114927345,8.79033189033189,W,42.094447559316585,SE,WSW,14.935063947737353,20.22786616686361,62.36528750976714,46.88778523230441,1015.0955153422503,1012.546739984289,4.540110326074441,4.520829101154053,20.59664570230608,24.974126394052043,,,0.0
2015,11,17,BadgerysCreek,14.997247854618882,27.6,0.44579505300353356,7.538309114927345,8.79033189033189,W,42.094447559316585,SE,WSW,14.935063947737353,20.22786616686361,62.36528750976714,46.88778523230441,1015.0955153422503,1014.8,4.540110326074441,4.520829101154053,20.59664570230608,27.0,,,0.0
2015,11,18,BadgerysCreek,14.997247854618882,35.3,0.44579505300353356,7.538309114927345,8.79033189033189,W,42.094447559316585,SE,WSW,14.935063947737353,20.22786616686361,62.36528750976714,46.88778523230441,1013.9,1009.6,4.540110326074441,4.520829101154053,21.2,34.6,,0.0,0.0
2016,12,1,BadgerysCreek,16.054341286414616,28.45,0.44918842625264643,8.61857638888889,9.174744897959183,NE,43.34759442673944,N,SW,15.050418700754461,20.124756258864345,61.92470264972022,46.167590964655716,1012.5902448071216,1010.3252038547072,5.049311460046016,4.616956245607925,21.6768251841929,26.37051736357193,,,0.0
