"Year","Month","Day","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow","Predict.RainToday","R_predicted_RainToday"
2011,9,12,"Albury",8.93056470108036,20.5951565914057,0.486434395848777,4.85323149236193,7.98491017964072,"N",43.6373657690563,"N","W",15.6643192488263,20.7894019848124,62.904670646783,48.5597775865192,1018.84660814046,1015.98042959427,3.75446302555146,3.85881255809114,15.1400513950073,19.0280791788856,NA,NA,0,"0"
2011,9,13,"Albury",8.93056470108036,15.8,0.486434395848777,4.85323149236193,7.98491017964072,"N",43.6373657690563,"N","W",15.6643192488263,20.7894019848124,62.904670646783,48.5597775865192,1018.84660814046,1023.9,3.75446302555146,3.85881255809114,15.1400513950073,15.1,NA,NA,0,"0"
2011,9,14,"Albury",8.93056470108036,20.8,0.486434395848777,4.85323149236193,7.98491017964072,"N",43.6373657690563,"N","W",15.6643192488263,20.7894019848124,62.904670646783,48.5597775865192,1021.7,1018.3,3.75446302555146,3.85881255809114,9.4,20.6,NA,0,0,"0"
2011,10,11,"Albury",11.6572906575478,16.7,0.546552949538024,5.28610478359909,7.57427912341407,"E",39.0816038911493,"E","SSE",14.1602428972096,18.7482991759132,69.2417411365673,52.9544784872261,1013.9,1012.7,4.74651851752369,4.82015515145395,9.9,15,NA,0,0,"0"
2012,10,6,"Albury",10.5505176451973,13.1,0.331308749096168,6.15502824858757,8.87059538274605,"WNW",41.8088292428245,"N","W",14.7881760941434,19.8675895256639,60.0312524979028,44.4461902435611,1016.8,1011.6,3.95190172415676,3.89294908596808,12,12.4,NA,1,0,"0"
2013,5,8,"Albury",9.78624001101057,21.9,0.535047361299053,3.28388123011665,6.21518518518519,"N",36.0679086925704,"N","N",12.7276030057612,16.497127939263,74.6368588303945,53.9703147024998,1030.7,1027,4.48051990524252,4.81130750441763,11.7,21.6,NA,NA,0,"0"
2013,5,9,"Albury",9.78624001101057,22.3,0.535047361299053,3.28388123011665,6.21518518518519,"N",36.0679086925704,"N","N",12.7276030057612,16.497127939263,74.6368588303945,53.9703147024998,1031.7,1027.9,4.48051990524252,4.81130750441763,12.5,21.7,NA,NA,0,"0"
2013,5,10,"Albury",9.78624001101057,23.2,0.535047361299053,3.28388123011665,6.21518518518519,"N",36.0679086925704,"N","N",12.7276030057612,16.497127939263,74.6368588303945,53.9703147024998,1031.8,1027.9,4.48051990524252,4.81130750441763,12.4,23.2,NA,0,0,"0"
2013,10,11,"Albury",11.4241064616019,18.5,0.384445927903872,6.61476655808903,8.79901356350185,"NW",45.78169338821,"N","W",16.6816795868651,22.0845934553298,58.4906032305191,44.2155620697197,1016.4,1015.8,3.66401953304686,3.71491720334313,11.4,17.8,NA,0,0,"0"
2014,6,5,"Albury",8.50671585269656,15.6,0.587114845938375,2.76762778505898,5.46378066378066,"N",37.664893836432,"N","N",13.0439298377303,16.648612366236,78.0887401158731,60.7843235660011,1029.1,1026.5,4.67820811574015,4.81881835593187,10.2,15.3,NA,0,0,"0"
2014,9,22,"Albury",9.49233850073922,21.4870483980913,0.391334730957372,5.17105606258149,8.16888567293777,"N",40.7050454312594,"N","NE",14.7582166677278,19.3258173951505,64.2480503473453,47.5565325195511,1019.51604215457,1016.61578125,3.77095040727836,3.94525610799794,15.7249829584185,20.0664846416382,NA,NA,0,"0"
2014,9,23,"Albury",9.49233850073922,24.1,0.391334730957372,5.17105606258149,8.16888567293777,"N",40.7050454312594,"N","NE",14.7582166677278,19.3258173951505,64.2480503473453,47.5565325195511,1019.51604215457,1024,3.77095040727836,3.94525610799794,15.7249829584185,22.3,NA,NA,0,"0"
2014,9,24,"Albury",9.49233850073922,19.8,0.391334730957372,5.17105606258149,8.16888567293777,"N",40.7050454312594,"N","NE",14.7582166677278,19.3258173951505,64.2480503473453,47.5565325195511,1021.3,1015.2,3.77095040727836,3.94525610799794,13,19.3,NA,1,0,"0"
2014,10,3,"Albury",11.9983714424994,22.8,0.307454667562122,6.96683738796415,9.04295874822191,"ENE",42.6561987737045,"N","NE",14.8097648273542,19.7869312231712,60.5963734049698,43.6689675966179,1020.9,1017.1,3.87254440019632,3.62607344695822,10.7,21.9,NA,0,0,"0"
2017,2,20,"Albury",17.1480506016799,22.1,0.454985119047619,7.96933867735471,8.85434173669468,"SE",41.9664597334402,"SSE","W",14.3822513412428,19.2639046185092,66.2498864533965,46.9329023703495,1013.9,1013.2,4.79425139751876,4.37557637491616,11,18.9,NA,0,0,"0"
2017,3,13,"Albury",16.9774173321054,30.9,0.590620782726046,6.91496212121212,7.57291139240506,"SE",40.0001226447871,"SE","SE",13.5682250316312,18.1614556925526,72.1592615398697,52.5407013394026,1011.2,1011,5.01166206194562,4.75163508466874,19.8,29.8,NA,0,0,"0"
2017,3,21,"Albury",16.9774173321054,25.2,0.590620782726046,6.91496212121212,7.57291139240506,"SE",40.0001226447871,"SE","SE",13.5682250316312,18.1614556925526,72.1592615398697,52.5407013394026,1013.9,1011.5,5.01166206194562,4.75163508466874,20.5,22.1,NA,NA,0,"0"
2017,3,22,"Albury",16.9774173321054,26.6,0.590620782726046,6.91496212121212,7.57291139240506,"SE",40.0001226447871,"SE","SE",13.5682250316312,18.1614556925526,72.1592615398697,52.5407013394026,1013.1,1012,5.01166206194562,4.75163508466874,21.6,23.6,NA,NA,0,"0"
2017,3,23,"Albury",16.9774173321054,23.7,0.590620782726046,6.91496212121212,7.57291139240506,"SE",40.0001226447871,"SE","SE",13.5682250316312,18.1614556925526,72.1592615398697,52.5407013394026,1017.4,1017.1,5.01166206194562,4.75163508466874,20.3,21.9,NA,0,0,"0"
2009,6,12,"BadgerysCreek",7.95444525646691,16.9,0.658577712609971,2.22087431693989,5.6304152637486,"N",34.8485091013986,"N","N",12.048960511108,15.4796990434306,80.4637643718289,61.9720765267881,1024.4,1020.3,4.86995387028942,4.88373350367836,8.3,15,NA,0,0,"0"
2009,6,22,"BadgerysCreek",7.95444525646691,19.3,0.658577712609971,2.22087431693989,5.6304152637486,"N",34.8485091013986,"N","N",12.048960511108,15.4796990434306,80.4637643718289,61.9720765267881,1020.4,1017.7,4.86995387028942,4.88373350367836,13.5,18.9,NA,0,0,"0"
2009,10,5,"BadgerysCreek",11.1228785675418,21,0.446132008516679,5.83394793926247,8.54931972789116,"SSE",42.7019835917074,"E","S",15.658381210513,20.5902631182528,63.3502007632185,49.1070122198622,1020.6,1016.9,4.02950123745965,4.11495261323222,16.5282951289398,18.7,NA,1,0,"0"
2009,10,27,"BadgerysCreek",11.1228785675418,17.3,0.446132008516679,5.83394793926247,8.54931972789116,"SSE",42.7019835917074,"E","S",15.658381210513,20.5902631182528,63.3502007632185,49.1070122198622,1030.1,1027.9,4.02950123745965,4.11495261323222,16.5282951289398,16.7,NA,NA,0,"0"
2009,10,28,"BadgerysCreek",11.1228785675418,26.1,0.446132008516679,5.83394793926247,8.54931972789116,"SSE",42.7019835917074,"E","S",15.658381210513,20.5902631182528,63.3502007632185,49.1070122198622,1026.1,1021.5,4.02950123745965,4.11495261323222,16.7,24.6,NA,0,0,"0"
2009,12,12,"BadgerysCreek",15.7907652237711,32.6,0.376666666666667,8.15556756756757,9.46399082568807,"SE",43.0607879661946,"E","SE",15.4425230306573,21.0112789963271,59.1134971875764,45.0490215336038,1015.64796650718,1013.45888888889,4.21175591292615,4.12198148642892,21.4381476224272,26.045871559633,NA,0,0,"0"
2010,1,8,"BadgerysCreek",17.3357803933827,29.8,0.332526690391459,8.35799338478501,9.38511627906977,"SSE",43.6981002785273,"SE","SE",15.0395281103682,20.786713367393,60.1807967093093,44.3011234546701,1022.1,1018.7,4.09870108432975,3.9418667116524,20.3,27.7,NA,NA,0,"0"
2010,1,9,"BadgerysCreek",17.3357803933827,38.6,0.332526690391459,8.35799338478501,9.38511627906977,"SSE",43.6981002785273,"SE","SE",15.0395281103682,20.786713367393,60.1807967093093,44.3011234546701,1013.05540970565,1014.1,4.09870108432975,3.9418667116524,22.5241684359519,37.7,NA,0,0,"0"
2010,1,25,"BadgerysCreek",17.3357803933827,30.8,0.332526690391459,8.35799338478501,9.38511627906977,"SSE",43.6981002785273,"SE","SE",15.0395281103682,20.786713367393,60.1807967093093,44.3011234546701,1015.2,1010.9,4.09870108432975,3.9418667116524,21.9,29.3,NA,0,0,"0"
2010,1,30,"BadgerysCreek",17.3357803933827,28.2,0.332526690391459,8.35799338478501,9.38511627906977,"SSE",43.6981002785273,"SE","SE",15.0395281103682,20.786713367393,60.1807967093093,44.3011234546701,1013.05540970565,1010.90765550239,4.09870108432975,3.9418667116524,22.5241684359519,27.8308781869688,NA,0,0,"0"
2010,2,4,"BadgerysCreek",18.1852654579677,27.5,0.485463258785943,7.27030878859857,8.64339152119701,"SE",42.4673452968011,"E","SE",14.853849772859,19.8164159530873,67.9112122698605,51.1808434543935,1015.93720106289,1010.7,4.42050201517765,4.61497482901417,22.329216152019,27.1,NA,1,0,"0"
2010,2,12,"BadgerysCreek",18.1852654579677,36.6,0.485463258785943,7.27030878859857,8.64339152119701,"SE",42.4673452968011,"E","SE",14.853849772859,19.8164159530873,67.9112122698605,51.1808434543935,1009,1006,4.42050201517765,4.61497482901417,24.5,34.9,NA,NA,0,"0"
2010,2,13,"BadgerysCreek",18.1852654579677,25,0.485463258785943,7.27030878859857,8.64339152119701,"SE",42.4673452968011,"E","SE",14.853849772859,19.8164159530873,67.9112122698605,51.1808434543935,1015.93720106289,1010.5,4.42050201517765,4.61497482901417,22.329216152019,24.6,NA,1,0,"0"
2010,2,18,"BadgerysCreek",18.1852654579677,25.3,0.485463258785943,7.27030878859857,8.64339152119701,"SE",42.4673452968011,"E","SE",14.853849772859,19.8164159530873,67.9112122698605,51.1808434543935,1015.93720106289,1023.2,4.42050201517765,4.61497482901417,22.329216152019,24.5,NA,0,0,"0"
2010,2,23,"BadgerysCreek",18.1852654579677,29.7,0.485463258785943,7.27030878859857,8.64339152119701,"SE",42.4673452968011,"E","SE",14.853849772859,19.8164159530873,67.9112122698605,51.1808434543935,1015.93720106289,1015.7,4.42050201517765,4.61497482901417,22.329216152019,24.5,NA,0,0,"0"
2010,2,28,"BadgerysCreek",18.1852654579677,28.9,0.485463258785943,7.27030878859857,8.64339152119701,"SE",42.4673452968011,"E","SE",14.853849772859,19.8164159530873,67.9112122698605,51.1808434543935,1015.93720106289,1015.5,4.42050201517765,4.61497482901417,22.329216152019,21.5,NA,1,0,"0"
2010,3,9,"BadgerysCreek",16.1468897155337,28.7,0.441606886657102,5.88224598930481,7.68097826086957,"SE",39.1558338022099,"SE","SE",13.5291036892809,18.3374404566142,70.1375282612706,49.8014059539092,1013.9,1012.9,4.43431228337915,4.46485876449061,21.7,27.7,NA,NA,0,"0"
2010,3,10,"BadgerysCreek",16.1468897155337,21,0.441606886657102,5.88224598930481,7.68097826086957,"SE",39.1558338022099,"SE","SE",13.5291036892809,18.3374404566142,70.1375282612706,49.8014059539092,1021.8,1017.20505443235,4.43431228337915,4.46485876449061,18.9,25.4662857142857,NA,0,0,"0"
2010,3,20,"BadgerysCreek",16.1468897155337,33.6,0.441606886657102,5.88224598930481,7.68097826086957,"SE",39.1558338022099,"SE","SE",13.5291036892809,18.3374404566142,70.1375282612706,49.8014059539092,1021.6,1018.9,4.43431228337915,4.46485876449061,19.9391862955032,32.9,NA,0,0,"0"
2010,4,24,"BadgerysCreek",13.3936722580356,27.7,0.466518188567186,3.91650055370986,6.87801339285714,"N",35.2127875279145,"N","SW",12.8018125243586,16.9066771765666,72.242585600227,53.5060339026836,1015,1010.7,4.40593195607096,4.83160506902155,19.5,23.5,NA,1,0,"0"
2010,5,1,"BadgerysCreek",9.34635049100356,19.8367877492877,0.545872218234027,2.8297529538131,6.2917211328976,"N",34.6069192864077,"N","N",11.7090552892972,15.6670749410121,75.767123264604,56.2293509630037,1018.46057542768,1015.91470588235,4.34277541378374,4.67120584608022,13.8917085427136,18.6866857551897,NA,NA,0,"0"
2010,5,2,"BadgerysCreek",9.34635049100356,19.8367877492877,0.545872218234027,2.8297529538131,6.2917211328976,"N",34.6069192864077,"N","N",11.7090552892972,15.6670749410121,75.767123264604,56.2293509630037,1018.46057542768,1015.91470588235,4.34277541378374,4.67120584608022,13.8917085427136,18.6866857551897,NA,NA,0,"0"
2010,5,3,"BadgerysCreek",9.34635049100356,24,0.545872218234027,2.8297529538131,6.2917211328976,"N",34.6069192864077,"N","N",11.7090552892972,15.6670749410121,75.767123264604,56.2293509630037,1018.46057542768,1024.5,4.34277541378374,4.67120584608022,13.8917085427136,21.9,NA,0,0,"0"
2010,5,6,"BadgerysCreek",9.34635049100356,20.7,0.545872218234027,2.8297529538131,6.2917211328976,"N",34.6069192864077,"N","N",11.7090552892972,15.6670749410121,75.767123264604,56.2293509630037,1018.46057542768,1019.2,4.34277541378374,4.67120584608022,13.8917085427136,19.4,NA,NA,0,"0"
2010,5,7,"BadgerysCreek",9.34635049100356,22.9,0.545872218234027,2.8297529538131,6.2917211328976,"N",34.6069192864077,"N","N",11.7090552892972,15.6670749410121,75.767123264604,56.2293509630037,1018.46057542768,1015.91470588235,4.34277541378374,4.67120584608022,13.8917085427136,18.6866857551897,NA,0,0,"0"
2010,5,9,"BadgerysCreek",9.34635049100356,24.6,0.545872218234027,2.8297529538131,6.2917211328976,"N",34.6069192864077,"N","N",11.7090552892972,15.6670749410121,75.767123264604,56.2293509630037,1018.46057542768,1018.3,4.34277541378374,4.67120584608022,13.8917085427136,24,NA,0,0,"0"
2010,5,16,"BadgerysCreek",9.34635049100356,22.4,0.545872218234027,2.8297529538131,6.2917211328976,"N",34.6069192864077,"N","N",11.7090552892972,15.6670749410121,75.767123264604,56.2293509630037,1018.46057542768,1018.8,4.34277541378374,4.67120584608022,13.8917085427136,21.4,NA,0,0,"0"
2010,5,19,"BadgerysCreek",9.34635049100356,20.8,0.545872218234027,2.8297529538131,6.2917211328976,"N",34.6069192864077,"N","N",11.7090552892972,15.6670749410121,75.767123264604,56.2293509630037,1022.7,1020.7,4.34277541378374,4.67120584608022,14.7,19.1,NA,0,0,"0"
2010,5,26,"BadgerysCreek",9.34635049100356,14.9,0.545872218234027,2.8297529538131,6.2917211328976,"N",34.6069192864077,"N","N",11.7090552892972,15.6670749410121,75.767123264604,56.2293509630037,1018.46057542768,1006.6,4.34277541378374,4.67120584608022,13.8917085427136,14,NA,1,0,"0"
2010,5,29,"BadgerysCreek",9.34635049100356,16.4,0.545872218234027,2.8297529538131,6.2917211328976,"N",34.6069192864077,"N","N",11.7090552892972,15.6670749410121,75.767123264604,56.2293509630037,1010,1004.8,4.34277541378374,4.67120584608022,13.6,15.9,NA,1,0,"0"
2010,6,22,"BadgerysCreek",7.10812180785677,16.5,0.529764616552771,2.26883977900552,5.88280898876404,"N",34.3647245034387,"N","N",11.4013293498624,15.6335704671839,79.596921377787,59.0658634536995,1036.65,1034.4,4.31444153889632,4.71839167121178,13.6,15.2,NA,0,0,"0"
2010,6,30,"BadgerysCreek",7.10812180785677,16.1,0.529764616552771,2.26883977900552,5.88280898876404,"N",34.3647245034387,"N","N",11.4013293498624,15.6335704671839,79.596921377787,59.0658634536995,1021,1018.8,4.31444153889632,4.71839167121178,4.3,14.8,NA,0,0,"0"
2010,7,11,"BadgerysCreek",7.01607977654656,15.2,0.596229151559101,2.21961206896552,5.62408435072142,"N",33.9468633032762,"N","N",11.3903265240686,15.374805654335,81.2936349363282,61.421719879805,1022.1,1020.1,4.76890870151892,5.17731144727949,11.5,14.5,NA,0,0,"0"
2010,8,14,"BadgerysCreek",7.09436377727087,20.5,0.621510791366906,3.09372900335946,6.72613636363636,"N",41.4797696461747,"N","W",14.820512205307,19.4973419733609,72.3281448941781,54.7766548349301,1014.9,1009.8,4.2767137127187,4.54334450463212,8.3,20,NA,0,0,"0"
2010,8,19,"BadgerysCreek",7.09436377727087,23.4,0.621510791366906,3.09372900335946,6.72613636363636,"N",41.4797696461747,"N","W",14.820512205307,19.4973419733609,72.3281448941781,54.7766548349301,1007.4,1005.6,4.2767137127187,4.54334450463212,19.2,22.6,NA,0,0,"0"
2010,8,24,"BadgerysCreek",7.09436377727087,18.7,0.621510791366906,3.09372900335946,6.72613636363636,"N",41.4797696461747,"N","W",14.820512205307,19.4973419733609,72.3281448941781,54.7766548349301,1013,1008.5,4.2767137127187,4.54334450463212,13,18.4,NA,0,0,"0"
2010,10,16,"BadgerysCreek",11.1814767460022,15.4,0.601137980085349,5.06598407281001,7.8594778660613,"NE",40.9526091660586,"N","N",14.9567682394979,20.1482084501703,68.5229326436142,54.0127665957577,1000.8,1004.4,4.36725125243336,4.55057777034261,11,14.4,NA,0,0,"0"
2010,12,23,"BadgerysCreek",15.5172689626613,31.7,0.643050605844619,6.3693722943723,8.1575,"E",43.6752488351012,"ENE","WSW",15.4656434527638,20.0073544739637,66.9354680623352,53.2061579917001,1018.5,1016.2,4.75802284566636,4.83974745089531,20.2,30.4,NA,0,0,"0"
2011,8,5,"BadgerysCreek",7.89039790492347,24.3,0.575542691751085,3.24732650739477,7.15890570430733,"N",37.211940981876,"N","NNW",12.6399620739558,17.1260320965332,74.4643304371304,54.9066150161593,1025.7,1021.3,3.87662384601892,4.27095750372082,11.6,23.9,NA,0,0,"0"
2011,11,2,"BadgerysCreek",14.6658838768322,25.2,0.589290989660266,6.57546296296296,8.21495215311005,"NNE",42.528897237364,"NNE","WSW",14.845471186411,19.7289742885171,66.281810612936,51.4739010465991,1011.4,1008.4,4.79878467169298,4.76571484722392,17.9,23.6,NA,1,0,"0"
2011,11,8,"BadgerysCreek",14.6658838768322,34.6,0.589290989660266,6.57546296296296,8.21495215311005,"NNE",42.528897237364,"NNE","WSW",14.845471186411,19.7289742885171,66.281810612936,51.4739010465991,1014.5,1007.9,4.79878467169298,4.76571484722392,19.9,31.6,NA,1,0,"0"
2012,1,28,"BadgerysCreek",17.3261974391562,27.3,0.47008547008547,8.24311377245509,9.03866995073892,"SSE",43.9457223077518,"SE","ESE",16.4665119424735,20.3465931057033,62.9258900772338,47.9655484302299,1015.9,1012.6,4.41542273436134,4.45391943348674,22.3,25.6,NA,0,0,"0"
2012,8,28,"BadgerysCreek",6.58364817935754,20,0.490486564996369,3.49849187935035,7.31596534653465,"N",42.1620135011251,"N","W",14.3733252378061,19.9781989234921,68.0801518890354,49.2347475698942,1024.4,1019.5,3.86942444517169,4.30547751438884,10.6,20,NA,NA,0,"0"
2012,8,29,"BadgerysCreek",6.58364817935754,21.5,0.490486564996369,3.49849187935035,7.31596534653465,"N",42.1620135011251,"N","W",14.3733252378061,19.9781989234921,68.0801518890354,49.2347475698942,1017.7,1009.9,3.86942444517169,4.30547751438884,10,21.1,NA,0,0,"0"
2013,8,7,"BadgerysCreek",8.11094284796595,18.2,0.600672494956288,3.76601307189542,7.36711990111248,"WNW",43.075401921062,"NW","NW",14.4765781047687,20.3393273920193,69.3763298983492,51.2823442564754,1013.9,1009.1,3.82418858359697,4.11221482467245,11.7,17.2,NA,1,0,"0"
2013,8,22,"BadgerysCreek",8.11094284796595,17.5,0.600672494956288,3.76601307189542,7.36711990111248,"WNW",43.075401921062,"NW","NW",14.4765781047687,20.3393273920193,69.3763298983492,51.2823442564754,1013.5,1010.2,3.82418858359697,4.11221482467245,6.1,15.9,NA,0,0,"0"
2013,9,3,"BadgerysCreek",10.8725964600557,23.4,0.477116864940518,5.23919540229885,7.6193838254172,"NW",43.8805227206512,"N","WNW",15.6699529295127,20.1872650176144,63.1235979443734,48.6635300549076,1034.2,1030.9,3.88239004819517,4.07527874622878,15.1,22.9,NA,0,0,"0"
2014,3,11,"BadgerysCreek",15.8920729285805,29,0.511885245901639,6.07888268156425,7.62364779874214,"SE",38.3959549197015,"SE","SE",12.2438643728555,17.6718710936047,72.2459978665064,50.7718405161734,1023.7,1020.3,4.59600810313308,4.57593754694742,20.5,27.4,NA,0,0,"0"
2014,5,5,"BadgerysCreek",10.8042279183352,19.8,0.506721536351166,3.33404791929382,6.00238095238095,"N",34.6650504257432,"N","N",11.741796861656,15.6065177779652,76.4703320789548,57.1114810849777,1018.1,1016.5,4.75578264854162,4.9455617080095,13.4,19.1,NA,0,0,"0"
2014,5,16,"BadgerysCreek",10.8042279183352,24.2,0.506721536351166,3.33404791929382,6.00238095238095,"N",34.6650504257432,"N","N",11.741796861656,15.6065177779652,76.4703320789548,57.1114810849777,1029.6,1026.6,4.75578264854162,4.9455617080095,12.6,23.6,NA,NA,0,"0"
2014,5,17,"BadgerysCreek",10.8042279183352,24.3,0.506721536351166,3.33404791929382,6.00238095238095,"N",34.6650504257432,"N","N",11.741796861656,15.6065177779652,76.4703320789548,57.1114810849777,1030.3,1026.3,4.75578264854162,4.9455617080095,12.7,23.9,NA,0,0,"0"
2014,6,9,"BadgerysCreek",8.50671585269656,19.1,0.587114845938375,2.76762778505898,5.46378066378066,"N",37.664893836432,"N","N",13.0439298377303,16.648612366236,78.0887401158731,60.7843235660011,1028.7,1028,4.67820811574015,4.81881835593187,11,16.7,NA,1,0,"0"
2014,6,12,"BadgerysCreek",8.50671585269656,17.7700547570157,0.587114845938375,2.76762778505898,5.46378066378066,"N",37.664893836432,"N","N",13.0439298377303,16.648612366236,78.0887401158731,60.7843235660011,1020.54020979021,1018.31914396887,4.67820811574015,4.81881835593187,12.2209732693626,16.6854595336077,NA,NA,0,"0"
2014,6,13,"BadgerysCreek",8.50671585269656,17.7700547570157,0.587114845938375,2.76762778505898,5.46378066378066,"N",37.664893836432,"N","N",13.0439298377303,16.648612366236,78.0887401158731,60.7843235660011,1020.54020979021,1015.2,4.67820811574015,4.81881835593187,12.2209732693626,14.2,NA,1,0,"0"
2014,10,8,"BadgerysCreek",11.9983714424994,21.7,0.307454667562122,6.96683738796415,9.04295874822191,"ENE",42.6561987737045,"N","NE",14.8097648273542,19.7869312231712,60.5963734049698,43.6689675966179,1018.7,1017.2,3.87254440019632,3.62607344695822,16.3,21.1,NA,0,0,"0"
2014,10,31,"BadgerysCreek",11.9983714424994,36.7,0.307454667562122,6.96683738796415,9.04295874822191,"ENE",42.6561987737045,"N","NE",14.8097648273542,19.7869312231712,60.5963734049698,43.6689675966179,1013.6,1006.6,3.87254440019632,3.62607344695822,21,35.1,NA,0,0,"0"
2015,1,9,"BadgerysCreek",17.4214523876083,35.1,0.520914127423823,7.80526315789474,8.52496513249651,"SSE",43.3171924501929,"SE","SE",15.6147059273657,20.1429577141458,65.077156979847,49.5137929042808,1010.5,1006.4,4.80769681107185,4.7095369857297,25.5,33.3,NA,0,0,"0"
2015,9,10,"BadgerysCreek",8.65451572699411,19.5,0.403551136363636,4.94091520861373,8.04363905325444,"N",38.8776774526483,"N","NNW",14.6674361318758,18.7850004712126,64.5071453412446,48.4521012457297,1022.60603653693,1019.82373015873,3.72397257280617,3.98746034508557,14.4,19.1,NA,0,0,"0"
2015,11,14,"BadgerysCreek",14.9972478546189,27.0278087927425,0.445795053003534,7.53830911492734,8.79033189033189,"W",42.0944475593166,"SE","WSW",14.9350639477374,20.2278661668636,62.3652875097671,46.8877852323044,1015.09551534225,1012.54673998429,4.54011032607444,4.52082910115405,20.5966457023061,24.974126394052,NA,NA,0,"0"
2015,11,15,"BadgerysCreek",14.9972478546189,27.0278087927425,0.445795053003534,7.53830911492734,8.79033189033189,"W",42.0944475593166,"SE","WSW",14.9350639477374,20.2278661668636,62.3652875097671,46.8877852323044,1015.09551534225,1012.54673998429,4.54011032607444,4.52082910115405,20.5966457023061,24.974126394052,NA,NA,0,"0"
2015,11,16,"BadgerysCreek",14.9972478546189,27.0278087927425,0.445795053003534,7.53830911492734,8.79033189033189,"W",42.0944475593166,"SE","WSW",14.9350639477374,20.2278661668636,62.3652875097671,46.8877852323044,1015.09551534225,1012.54673998429,4.54011032607444,4.52082910115405,20.5966457023061,24.974126394052,NA,NA,0,"0"
2015,11,17,"BadgerysCreek",14.9972478546189,27.6,0.445795053003534,7.53830911492734,8.79033189033189,"W",42.0944475593166,"SE","WSW",14.9350639477374,20.2278661668636,62.3652875097671,46.8877852323044,1015.09551534225,1014.8,4.54011032607444,4.52082910115405,20.5966457023061,27,NA,NA,0,"0"
